BOMOXY-B1.BO,BOMBAY OXYGEN CORPORATION LTD.,Chemicals - Major Diversified,Quote
BCPC,Balchem Corporation,Chemicals - Major Diversified,"Quote , Profile , Research , Insider , Financials , Analyst Ratings"
BIOA,BioAmber Inc. Common Stock,Chemicals - Major Diversified,"Quote , Profile , Research , Insider , Financials"
BAK,Braskem SA ADR,Chemicals - Major Diversified,"Quote , Chart , Profile , Research , Msgs , Financials"
0362.HK,C ZENITH CHEM,Chemicals - Major Diversified,"Quote , Chart , Profile"
CAMPHOR.BO,CAMPHOR & ALLIED PRODUCTS LTD.,Chemicals - Major Diversified,Quote
CAMB.BR,CAMPINE,Chemicals - Major Diversified,"Quote , Chart"
CARC.BA,CARBOCLOR S.A. ARS1,Chemicals - Major Diversified,"Quote , Chart , Profile"
CERP,CEREPLAST INC,Chemicals - Major Diversified,Quote
1718.TW,CHINA MANMADE FBRS TWD10,Chemicals - Major Diversified,"Quote , Chart , News , Profile , Research"
1723.TW,CHINA STEEL CHEM TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
2104.TW,CHINA SYNTH RUBBER TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
CDXC,CHROMADEX CORP,Chemicals - Major Diversified,"Quote , Insider , Financials"
1727.TW,CHUNG HWA CHEMICAL TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
CYDSASAA.MX,CYDSA-A,Chemicals - Major Diversified,"Quote , Chart , Profile"
CE,Celanese Corporation Celanese C,Chemicals - Major Diversified,"Quote , News , Profile , Research , Msgs , Insider , Financials , Analyst Ratings"
C05.SI,Chemical Ind,Chemicals - Major Diversified,"Quote , Chart , Profile"
CDTID,"Clean Diesel Technologies, Inc.",Chemicals - Major Diversified,Quote
DCW.NS,DCW LIMITED,Chemicals - Major Diversified,"Quote , Profile"
DCW.BO,DCW LTD.,Chemicals - Major Diversified,Quote
DEEPAKNI.BO,DEEPAK NITRITE LTD.,Chemicals - Major Diversified,Quote
DHARAMSI.BO,DHARAMSI MORARJI CHEMICAL CO.L,Chemicals - Major Diversified,Quote
DHOOTIN.BO,DHOOT INDUSTRIAL FINANCE LTD.,Chemicals - Major Diversified,Quote
DIAMINESQ.BO,DIAMINES & CHEMICALS LTD.,Chemicals - Major Diversified,Quote
DICIND.NS,DIC INDIA LIMITED,Chemicals - Major Diversified,"Quote , Profile , Research"
DOW.MX,DOW CHEMICAL,Chemicals - Major Diversified,"Quote , News , Profile"
DCH1.DE,DOW CHEMICAL,Chemicals - Major Diversified,"Quote , Profile"
DOWB34F.SA,DOW CHEMICALDRN,Chemicals - Major Diversified,Quote
DOWB34.SA,DOW CHEMICALDRN ED,Chemicals - Major Diversified,"Quote , Profile"
DOW,Dow Chemical Company (The) Comm,Chemicals - Major Diversified,"Quote , Chart , Profile , Research , SEC , Msgs , Insider , Financials , Analyst Ratings"
D6U.SI,Dynamic Colours,Chemicals - Major Diversified,"Quote , Profile"
2341.HK,ECOGREEN,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
ELLENBARR.BO,ELLENBARRIE INDUSTRIAL GASES L,Chemicals - Major Diversified,Quote
ELTON.AT,ELTON,Chemicals - Major Diversified,"Quote , Profile"
ENRT.L,ENVIRONMENTAL RECYCLING TECH. P,Chemicals - Major Diversified,Quote
1717.TW,ETERNAL MATERIALS TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
1711.TW,EVERLIGHT CHEMICAL TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
1735.TW,EVERMORE CHEMICAL TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile"
EPCP.PA,EXPLOS.PROD.CHI.PF,Chemicals - Major Diversified,"Quote , Profile"
EXPL.PA,EXPLOSIFS PROD.CHI,Chemicals - Major Diversified,"Quote , Profile"
EMN,Eastman Chemical Company Common,Chemicals - Major Diversified,"Quote , Chart , Profile , Research , SEC , Msgs , Insider , Financials , Analyst Ratings"
FISCHER.BO,FISCHER CHEMIC LTD.,Chemicals - Major Diversified,Quote
FMC,FMC Corporation Common Stock,Chemicals - Major Diversified,"Quote , Chart , News , Profile , Research , SEC , Msgs , Insider , Financials , Analyst Ratings"
1326.TW,FORMOSA CHEM&FIBRE TWD10,Chemicals - Major Diversified,"Quote , Chart , News , Profile , Research"
1301.TW,FORMOSA PLASTIC TWD10,Chemicals - Major Diversified,"Quote , Chart , News , Profile , Research"
1709.TW,FORMOSAN UNION CHE TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
FOSECOIND.NS,FOSECO INDIA LIMITED,Chemicals - Major Diversified,"Quote , Profile"
FPE.DE,FUCHS PETROLUB,Chemicals - Major Diversified,"Quote , News , Profile"
FPE3.DE,FUCHS PETROLUB VZ,Chemicals - Major Diversified,"Quote , Profile"
0546.HK,FUFENG GROUP,Chemicals - Major Diversified,"Quote , Profile"
FF,FutureFuel Corp. Common shares,Chemicals - Major Diversified,"Quote , Chart , News , Profile , Research , Msgs , Insider , Financials , Analyst Ratings"
GAYATRIBI.BO,GAYATRI BIOORGANICS LTD.,Chemicals - Major Diversified,Quote
GHCL.NS,GHCL LIMITED,Chemicals - Major Diversified,"Quote , Profile , Research"
GHCL.BO,GHCL LTD.,Chemicals - Major Diversified,Quote
GODREJIND.NS,GODREJ INDUSTRIES LIMITED,Chemicals - Major Diversified,"Quote , News , Profile"
GODREJIND.BO,GODREJ INDUSTRIES LTD.,Chemicals - Major Diversified,Quote
1312.TW,GRAND PACIF PETROC TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
POCHTECB.MX,GRUPO POCHTECA-B,Chemicals - Major Diversified,"Quote , News , Profile"
GUJALKALI.BO,GUJARAT ALKALIES & CHEMICALS L,Chemicals - Major Diversified,Quote
GUJALKALI.NS,GUJARAT ALKALIES AND CHEMICALS,Chemicals - Major Diversified,"Quote , Profile"
GUJFLUORO.NS,GUJARAT FLUOROCHEMICALS LIMITED,Chemicals - Major Diversified,"Quote , Profile"
GUJFLUORO.BO,GUJARAT FLUOROCHEMICALS LTD.,Chemicals - Major Diversified,Quote
GSFC.BO,GUJARAT STATE FERTILIZERS & CH,Chemicals - Major Diversified,"Quote , Chart"
GSFC.NS,GUJARAT STATE FERTILIZERS & CHE,Chemicals - Major Diversified,"Quote , Chart , News , Profile , Research"
GULPOLY.NS,GULSHAN POLYOLS LT INR5,Chemicals - Major Diversified,"Quote , Profile"
GULPOLY.BO,GULSHAN POLYOLS LTD.,Chemicals - Major Diversified,"Quote , Research"
GEVO,"Gevo, Inc.",Chemicals - Major Diversified,"Quote , Profile , Research , Insider , Financials , Analyst Ratings"
HAIK.L,HAIKE CHEMICAL GROUP LTD ORD US,Chemicals - Major Diversified,"Quote , Profile"
HALO.L,HALOSOURCE INC. COM SHS NPV (DI,Chemicals - Major Diversified,"Quote , Profile"
HAL.L,HALOSOURCE INC. COM SHS NPV (DI,Chemicals - Major Diversified,"Quote , Profile"
HDD.L,HARDIDE PLC ORD 0.1P,Chemicals - Major Diversified,"Quote , Profile , Research"
HIKAL.NS,HIKAL LIMITED,Chemicals - Major Diversified,"Quote , Profile , Research"
HIKAL.BO,HIKAL LTD.,Chemicals - Major Diversified,Quote
HINFLUR.BO,HINDUSTAN FLUOROCARBONS LTD.,Chemicals - Major Diversified,Quote
HOCL.NS,HINDUSTAN ORGANIC CHEMICALS LIM,Chemicals - Major Diversified,"Quote , Chart , News , Profile"
1714.TW,HO TUNG CHEMICAL TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
0336.HK,HUABAO INTL,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
HUN,Huntsman Corporation Common Sto,Chemicals - Major Diversified,"Quote , Profile , Research , Msgs , Insider , Financials , Analyst Ratings"
INDOAMIN.BO,INDO AMINES LTD.,Chemicals - Major Diversified,Quote
INDOBORAX.BO,INDO BORAX & CHEMICALS LTD.,Chemicals - Major Diversified,Quote
INSILCO.BO,INSILCO LTD.,Chemicals - Major Diversified,Quote
IEVM,INTEGRATED ENVIRONMT,Chemicals - Major Diversified,Quote
IPD.V,International Parkside Products,Chemicals - Major Diversified,"Quote , Chart , Profile"
JAENE,JA ENERGY,Chemicals - Major Diversified,Quote
JAYCH.BO,JAYSHREE CHEMICALS LTD.,Chemicals - Major Diversified,Quote
JOCIL.NS,JOCIL LTD INR10,Chemicals - Major Diversified,"Quote , Profile"
URKA.L,JSC URALKALI GDR(EACH REPR 5 OR,Chemicals - Major Diversified,"Quote , News"
C8R.SI,Jiutian Chemical,Chemicals - Major Diversified,"Quote , Profile"
SDF.DE,K+S N,Chemicals - Major Diversified,"Quote , News , Profile"
KANSAINER.NS,KANSAI NEROLAC PAI INR1,Chemicals - Major Diversified,"Quote , Profile"
KESARPE.BO,KESAR PETROPRODUCTS LTD.,Chemicals - Major Diversified,"Quote , Research"
0148.HK,KINGBOARD CHEM,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
0827.HK,KO YO GROUP,Chemicals - Major Diversified,"Quote , Profile , Research"
LAFFANSQ.BO,LAFFANS PETROCHEMICALS LTD.,Chemicals - Major Diversified,Quote
0582.HK,LANDING INTL,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
1704.TW,LCY CHEMICAL CORP TWD10,Chemicals - Major Diversified,"Quote , Chart , News , Profile , Research"
LIN.DE,LINDE,Chemicals - Major Diversified,"Quote , News , Profile"
LIN1.DE,LINDE SP ADR,Chemicals - Major Diversified,Quote
LINKPH.BO,LINK PHARMA CHEM LTD.,Chemicals - Major Diversified,Quote
LORDSCHLO.BO,LORDS CHLORO ALKALI LTD.,Chemicals - Major Diversified,Quote
LXU,"LSB Industries, Inc. Common Sto",Chemicals - Major Diversified,"Quote , Profile , Research , Insider , Financials , Analyst Ratings"
METEX.PA,METABOLIC EXPLORER,Chemicals - Major Diversified,"Quote , Profile , Research"
MX.TO,METHANEX CORP,Chemicals - Major Diversified,"Quote , Chart , News , Profile , Research"
MEIL,METHES ENERGIES IN COM USD0.001,Chemicals - Major Diversified,Quote
MEXCHEM.MX,MEXICHEM,Chemicals - Major Diversified,"Quote , News , Profile , Research"
MULTIBASE.BO,MULTIBASE INDIA LTD.,Chemicals - Major Diversified,Quote
MTX,Minerals Technologies Inc. Comm,Chemicals - Major Diversified,"Quote , Chart , News , Profile , Research , SEC , Msgs , Insider , Financials , Analyst Ratings"
NTG.DE,NABALTEC,Chemicals - Major Diversified,"Quote , Profile"
1303.TW,NAN YA PLASTIC TWD10,Chemicals - Major Diversified,"Quote , Chart , News , Profile , Research"
NANX,NANOPHASE TECH CORP,Chemicals - Major Diversified,Quote
NATPEROX.BO,NATIONAL PEROXIDE LTD.,Chemicals - Major Diversified,Quote
8329.HK,NEP INTERLONG,Chemicals - Major Diversified,"Quote , News , Profile"
NOCIL.NS,NOCIL LIMITED,Chemicals - Major Diversified,"Quote , Profile , Research"
NOCIL.BO,NOCIL LTD.,Chemicals - Major Diversified,Quote
MLQUD.PA,NOVAMEX,Chemicals - Major Diversified,"Quote , Profile"
NPX.AX,NUPLEX FPO NZ,Chemicals - Major Diversified,"Quote , Chart"
NPX.NZ,Nuplex Industries Limited Ordin,Chemicals - Major Diversified,"Quote , Chart"
OCIP,OCI Partners LP Common Units re,Chemicals - Major Diversified,"Quote , Profile , Research , Insider , Financials"
ORIENTCQ.BO,ORIENTAL CARBON & CHEMICALS LT,Chemicals - Major Diversified,Quote
1710.TW,ORIENTAL UNION CHM TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
OOIL,"ORIGINOIL, INC.",Chemicals - Major Diversified,Quote
PCA.PA,PCAS,Chemicals - Major Diversified,"Quote , News , Profile , Research"
PHTRADING.BO,PH TRADING LTD.,Chemicals - Major Diversified,Quote
PHC.L,PLANT HEALTH CARE PLC ORD 1P,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
PWNCA.AX,POTASH WES CTG,Chemicals - Major Diversified,"Quote , Profile"
PWN.AX,POTASH WES FPO,Chemicals - Major Diversified,"Quote , Profile , Research"
PRATIKSH.BO,PRATIKSHA CHEMICALS LTD.,Chemicals - Major Diversified,Quote
PRESSURS.BO,PRESSURE SENSITIVE SYSTEMS (IN,Chemicals - Major Diversified,Quote
PACL.BO,PUNJAB ALKALIES & CHEMICALS LT,Chemicals - Major Diversified,Quote
PURE,"PURE BIOSCIENCE, INC",Chemicals - Major Diversified,Quote
PX,"Praxair, Inc. Common Stock",Chemicals - Major Diversified,"Quote , Chart , Profile , Research , SEC , Msgs , Insider , Financials , Analyst Ratings"
0549.HK,QIFENG FIBER,Chemicals - Major Diversified,"Quote , Profile , Research"
RAIN.BO,RAIN INDUSTRIES LIMITED,Chemicals - Major Diversified,Quote
REC.BR,RECTICEL,Chemicals - Major Diversified,"Quote , News"
REFEX.NS,REFEX INDUSTRIES L INR10,Chemicals - Major Diversified,"Quote , Profile"
REFEX.BO,REFEX INDUSTRIES LTD.,Chemicals - Major Diversified,Quote
REFNOL.BO,REFNOL RESINS & CHEMICALS LTD.,Chemicals - Major Diversified,Quote
RWFC,RENEWABLE FUEL,Chemicals - Major Diversified,Quote
RWFCE,RENEWABLE FUEL,Chemicals - Major Diversified,Quote
RESONANCE.BO,RESONANCE SPECIALTIES LTD.,Chemicals - Major Diversified,Quote
RITESHIN.BO,RITESH INTERNATIONAL LTD.,Chemicals - Major Diversified,Quote
RBT.PA,ROBERTET,Chemicals - Major Diversified,"Quote , Profile , Research"
CBE.PA,ROBERTET CI,Chemicals - Major Diversified,"Quote , Profile"
ROOPAIND.BO,ROOPA INDUSTRIES LTD.,Chemicals - Major Diversified,Quote
RO5K.DE,ROPAL EUROPE,Chemicals - Major Diversified,"Quote , Profile"
RYAM,Rayonier Advanced Materials Inc,Chemicals - Major Diversified,"Quote , Profile , Research , Insider , Financials"
SECHE.BO,SECUNDERABAD HEALTHCARE LTD.,Chemicals - Major Diversified,Quote
1708.TW,SESODA CORPN TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
SGL.DE,SGL CARBON,Chemicals - Major Diversified,"Quote , News , Profile"
SHALPAINTS.NS,SHALIMAR PAINTS INR2,Chemicals - Major Diversified,"Quote , Profile"
SHAMROIN.BO,SHAMROCK INDUSTRIAL CO.LTD.,Chemicals - Major Diversified,Quote
1773.TW,SHINY CHEMICAL IND TWD10,Chemicals - Major Diversified,"Quote , Profile , Research"
1712.TW,SINON CORP TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
1033.HK,SINOPEC SSC,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
SK1A.DE,SKW STAHL-MET N,Chemicals - Major Diversified,"Quote , News , Profile"
0395.HK,SMARTAC GP CH,Chemicals - Major Diversified,"Quote , Chart , Profile"
QYM.DE,SOC QUIM&MIN SP ADR,Chemicals - Major Diversified,"Quote , Profile"
SOL.MI,SOL,Chemicals - Major Diversified,"Quote , Chart , News , Profile , Research"
SOLV.BR,SOLVAC NOM(RETAIL),Chemicals - Major Diversified,"Quote , News"
SOLB.BR,SOLVAY,Chemicals - Major Diversified,"Quote , News"
INDU.BA,SOLVAY INDUPA SAIC ARS1,Chemicals - Major Diversified,"Quote , Profile , Research"
SREERAYA.BO,SREE RAYALASEEMA ALKALIES & AL,Chemicals - Major Diversified,Quote
SRRAYALPS.BO,SRRAYL ALKPS,Chemicals - Major Diversified,Quote
SUNITEE.BO,SUNITEE CHEMICALS LTD.,Chemicals - Major Diversified,Quote
1721.TW,SUNKO INK CO TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile"
SUPPETRO.NS,SUPREME PETROCHEM LIMITED,Chemicals - Major Diversified,"Quote , News , Profile"
SVCSUPE.BO,SVC SUPERCHEM LTD.,Chemicals - Major Diversified,Quote
SQM,Sociedad Quimica y Minera S.A.,Chemicals - Major Diversified,"Quote , Chart , Profile , Research , Msgs , Financials"
A7S.SI,SunVic Chemical,Chemicals - Major Diversified,"Quote , Profile"
4725.TW,TAIWAN PROSPERITY TWD10,Chemicals - Major Diversified,"Quote , Profile , Research"
1310.TW,TAIWAN STYRENE MON TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
TNPETRO.NS,TAMILNADU PETROPRODUCTS LIMITED,Chemicals - Major Diversified,"Quote , Profile"
TNPETRO.BO,TAMILNADU PETROPRODUCTS LTD.,Chemicals - Major Diversified,Quote
TATACHEM.NS,TATA CHEMICALS LIMITED,Chemicals - Major Diversified,"Quote , News , Profile"
TATACHEM.BO,TATA CHEMICALS LTD.,Chemicals - Major Diversified,Quote
TAUR-B.ST,TAURUS ENERGY -B-,Chemicals - Major Diversified,Quote
TCMLMTD.BO,TCM LTD.,Chemicals - Major Diversified,Quote
TESB.BR,TESSENDERLO,Chemicals - Major Diversified,"Quote , News"
0609.HK,TIANDE CHEMICAL,Chemicals - Major Diversified,"Quote , Profile , Research"
1724.TW,TNC INDUSTRIAL TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile"
TRANSPEK.BO,TRANSPEK INDUSTRY LTD.,Chemicals - Major Diversified,Quote
TET.L,TREATT PLC ORD 2P,Chemicals - Major Diversified,"Quote , Chart , News , Profile , Research"
TREC,Trecora Resources Common Stock,Chemicals - Major Diversified,"Quote , Profile , Research , Insider , Financials"
TROX,Tronox Limited Ordinary Shares,Chemicals - Major Diversified,"Quote , Profile , Research , Insider , Financials , Analyst Ratings"
ULTRAMAR.BO,ULTRAMARINE & PIGMENTS LTD.,Chemicals - Major Diversified,Quote
UNIENTER.NS,UNIPHOS ENTERPRISES LIMITED,Chemicals - Major Diversified,Quote
UNIPHOS.BO,UNIPHOS ENTERPRISES LTD.,Chemicals - Major Diversified,Quote
UNIVSTAR.BO,UNIVERSAL STARCH-CHEM ALLIED L,Chemicals - Major Diversified,Quote
1313.TW,UPC TECHNOLOGY CO TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
UNVR,Univar Inc. Common Stock,Chemicals - Major Diversified,"Quote , Profile , Research , Insider , Financials"
VERITAS.BO,VERITAS (INDIA) LTD.,Chemicals - Major Diversified,Quote
VIKASGRAN.BO,VIKAS GRANARIES LTD.,Chemicals - Major Diversified,Quote
VIVIDIND.BO,VIVID GLOBAL INDUSTRIES LTD.,Chemicals - Major Diversified,Quote
VHI,"Valhi, Inc. Common Stock",Chemicals - Major Diversified,"Quote , Chart , News , Profile , Research , SEC , Msgs , Insider , Financials"
WCH.DE,WACKER CHEMIE,Chemicals - Major Diversified,"Quote , News , Profile , Research"
WLKP,Westlake Chemical Partners LP C,Chemicals - Major Diversified,"Quote , Profile , Research , Financials"
0868.HK,XINYI GLASS,Chemicals - Major Diversified,"Quote , Profile , Research"
YAR.OL,YARA INTERNATIONAL,Chemicals - Major Diversified,"Quote , Chart , News , Profile"
IU2.DE,YARA INTERNATIONAL,Chemicals - Major Diversified,"Quote , Profile"
2168.HK,YINGDE GASES,Chemicals - Major Diversified,"Quote , Chart , News , Profile , Research"
0408.HK,YIP'S CHEMICAL,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
1725.TW,YUAN JEN ENTERPRIS TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile , Research"
1726.TW,YUNG CHI PAINT TWD10,Chemicals - Major Diversified,"Quote , Chart , Profile"
